,street,parish,county,host_country,host_continent,membership_duration,count
1539,PRAÇA SÃO JOÃO BOSCO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1540,PRAÇA SÃO JOÃO BOSCO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
1541,PRAÇA SÓCRATES DA COSTA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1542,PRAÇA TRAVESSA DO CARVALHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
1543,PRAÇA TRAVESSA DO CARVALHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1544,PRAÇA VISCONDESSA DOS OLIVAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1545,PRAÇA VISCONDESSA DOS OLIVAIS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1546,PRACETA 1 QUINTA DAS DROGAS,Alverca do Ribatejo,Vila Franca de Xira,Italy,Europe,Member for more than 2 years,1
1547,PRACETA ADOLFO AYALA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1548,PRACETA ALPENDRE VIVENDA MIQUELINA,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,2
1549,PRACETA ALPENDRE VIVENDA MIQUELINA,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
1550,PRACETA ANTERO DE QUENTAL,Santa Cruz,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
1551,PRACETA AQUILINO RIBEIRO,Areias,Cascais,Portugal,Europe,Member for more than 2 years,1
1552,PRACETA AREAIS,Oeiras,Oeiras,Portugal,Europe,Member for more than 2 years,1
1553,PRACETA AREIAS,Casal do Labrusque,Lourinhã,Sweden,Europe,Member for more than 2 years,1
1554,PRACETA ARROTEIAS,Ribamar,Mafra,Portugal,Europe,Member for more than 1 year,1
1555,PRACETA BAIRRO DO CASALITO DE SÃO LOURENÇO,Encarnação,Mafra,Portugal,Europe,Member for more than 2 years,1
1556,PRACETA BEJA,Pai do Vento,Cascais,Portugal,Europe,Member for more than 2 years,1
1557,PRACETA BICA,Almoçageme,Sintra,Portugal,Europe,Member for more than 5 years,2
1558,PRACETA CARLOS BONVALOT,Cobre,Cascais,Portugal,Europe,Member for more than 2 years,1
1559,PRACETA CHAO DO POÇO,Ribamar,Mafra,Portugal,Europe,Member for more than 2 years,1
1560,PRACETA CHAO DO POÇO,Ribamar,Mafra,Portugal,Europe,Member for more than 5 years,1
1561,PRACETA CHÃO DO POÇO,Ribamar,Mafra,Portugal,Europe,Member for more than 2 years,1
1562,PRACETA CHETAINHAS,Charneca,Cascais,Portugal,Europe,Member for more than 2 years,1
1563,PRACETA DO COMERCIO 8,Amadora,Amadora,Portugal,Europe,Member for more than 1 year,1
1564,PRACETA DO RIO MEÃ,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
1565,PRACETA DOS PINHEIROS,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
1566,PRACETA DOS PINHEIROS,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
1567,PRACETA DOS PINHEIROS,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
1568,PRACETA DOUTOR AFONSO LUCAS,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,2
1569,PRACETA DOUTOR ARNALDO SAMPAIO,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,1
1570,PRACETA DOUTOR BARBOSA DE MAGALHÃES,Parede,Cascais,Portugal,Europe,Member for more than 5 years,1
1571,PRACETA DO VALBOM,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 5 years,2
1572,PRACETA DO VALE JANEIRO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,2
1573,PRACETA DO VALE JANEIRO,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
1574,PRACETA ESTRADA FONTE VELHA CASA,Areia,Cascais,Portugal,Europe,Member for more than 5 years,1
1575,PRACETA FILINTO ELÍSIO,Carnaxide,Oeiras,Portugal,Europe,Member for more than 5 years,1
1576,PRACETA FONTE,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,2
1577,PRACETA FRANCISCO LOPES FRANCO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
1578,PRACETA FREI NICOLAU DE OLIVEIRA,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
1579,PRACETA GALINHOLA,Torre,Cascais,Portugal,Europe,Member for more than 2 years,1
1580,PRACETA GAZA,Carcavelos,Cascais,Portugal,Europe,Member for more than 5 years,1
1581,PRACETA GIRASSOL 6,Lombos,Cascais,United Kingdom,Europe,Member for more than 1 year,1
1582,PRACETA GOMES EANES DE ZURARA,Amadora,Amadora,Portugal,Europe,Member for more than 2 years,1
1583,PRACETA H,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
1584,PRACETA JASMIM,Birre,Cascais,Portugal,Europe,Member for more than 1 year,2
1585,PRACETA JOÃO VILLARET,Amadora,Amadora,Portugal,Europe,Member for more than 1 year,1
1586,PRACETA JOÃO VILLARET,Amadora,Amadora,Portugal,Europe,Member for more than 2 years,1
1587,PRACETA JOÃO VILLARET,Póvoa de Santo Adrião,Odivelas,Portugal,Europe,Member for more than 2 years,1
1588,PRACETA JOSE AUGUSTO GOUVEIA,Moscavide,Loures,France,Europe,Member for more than 5 years,1
1589,PRACETA JOSÉ EPIFÂNIO DE ABREU,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 2 years,1
1590,PRACETA JOSÉ FLORINDO,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1591,PRACETA JOSÉ RELVAS,Portela,Loures,Portugal,Europe,Member for more than 5 years,1
1592,PRACETA JUIZ CARLOS LOPES QUADROS,Rebelva,Cascais,Portugal,Europe,Member for more than 1 year,1
1593,PRACETA LAPA,Venda do Pinheiro,Mafra,Portugal,Europe,Member for more than 2 years,1
1594,PRACETA LOMBAS,Baleia,Mafra,Portugal,Europe,Member for more than 2 years,1
1595,PRACETA LUIS DE FREITAS BRANCO,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 2 years,1
1596,PRACETA LUÍS DE FREITAS BRANCO,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 5 years,1
1597,PRACETA MANUEL NUNES MANIQUE,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1598,PRACETA MAPUTO,Oeiras,Oeiras,Portugal,Europe,Member for more than 2 years,1
1599,PRACETA MAR À VISTA LOTE,Abelheira,Lourinhã,Portugal,Europe,Member for more than 1 year,1
1600,PRACETA MARQUESA CADAVAL,Monte Estoril,Cascais,Portugal,Europe,Member for more than 1 year,1
1601,PRACETA MARQUÊS SOVERAL,Pai do Vento,Cascais,Portugal,Europe,Member for more than 5 years,2
1602,PRACETA MARQUÊS SOVERAL,Pai do Vento,Cascais,Portugal,Europe,Member for more than 1 year,1
1603,PRACETA MATINHOS,Ribamar,Mafra,Portugal,Europe,Member for more than 1 year,1
1604,PRACETA MEDEIROS,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1605,PRACETA MIRADOURO,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 5 years,1
1606,PRACETA NOSSA SENHORA DA ASSUNÇÃO,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1607,PRACETA NOSSA SENHORA FÁTIMA,Alto dos Gaios,Cascais,Portugal,Europe,Member for more than 2 years,1
1608,PRACETA OUTEIRO DA VELA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1609,PRACETA PEDRO REINEL,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1610,PRACETA ROCHIO DO CABO,Casal Ventoso,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
1611,PRACETA SANTA CATARINA,Bairro de Santo António,Cascais,Portugal,Europe,Member for more than 5 years,2
1612,QUINTA BARREIRA,Beira,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
1613,QUINTA DO MALVEIRO,Sobral de Monte Agraço,Sobral de Monte Agraço,Portugal,Europe,Member for more than 2 years,1
1614,QUINTA VÁRZEA COLARES,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 5 years,1
1615,RAMPA DOS PINTEUS,Pragança,Cadaval,Portugal,Europe,Member for more than 2 years,1
1616,RAMPA NECESSIDADES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
1617,REGUEIRÃO ANJOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1618,ROSSIO CIMA 3,Barreira,Sintra,Portugal,Europe,Member for more than 1 year,1
1619,ROTUNDA JOÃO PAULO II E AVENIDA REI HUMBERTO DE ITÁLIA DENOMINADO CONDOMÍNIO CASAS GANDARINHA,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1620,ROTUNDA OLIVEIRAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1621,RUA 10,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1622,RUA 13 12A R/C,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
1623,RUA 15,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1624,RUA 1 DA VILA MAIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
1625,RUA 1º DE DEZEMBRO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
1626,RUA 1º DE DEZEMBRO,Lapas Grandes,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
1627,RUA 1.º DE MAIO,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 1 year,1
1628,RUA 1º DE MAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,8
1629,RUA 1º DE MAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,7
1630,RUA 1º DE MAIO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1631,RUA 1º DE MAIO Nº,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 1 year,1
1632,RUA 1º DE MAIO Nº,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 2 years,1
1633,RUA 1º DE MAIO Nº,Fonte Boa da Brincosa,Mafra,Portugal,Europe,Member for more than 5 years,1
1634,RUA 2,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1635,RUA 21 DE AGOSTO,Vimeiro,Lourinhã,Portugal,Europe,Member for more than 2 years,1
1636,RUA 25 DE ABRIL,Madorna,Cascais,Austria,Europe,Member for more than 2 years,1
1637,RUA 25 DE ABRIL,Moscavide,Loures,Portugal,Europe,Member for more than 1 year,1
1638,RUA 25 DE ABRIL,Mucifal,Sintra,Portugal,Europe,Member for more than 1 year,1
1639,RUA 25 DE ABRIL LOTE,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
1640,RUA 27,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
1641,RUA 2 DA VILA MAIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1642,RUA 3,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1643,RUA 31 DE JANEIRO,Parede,Cascais,Portugal,Europe,Member for more than 1 year,1
1644,RUA 4,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1645,RUA 4 DE INFANTARIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,3
1646,RUA 4 DE INFANTARIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1647,RUA 4 MOINHOS,Malveira da Serra,Cascais,Portugal,Europe,Member for more than 1 year,1
1648,RUA 5 CALÇADA DOS MESTRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
1649,RUA 5 CALÇADA DOS MESTRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
1650,RUA 5 CALÇADA DOS MESTRES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1651,RUA 5 DE OUTUBRO,Carcavelos,Cascais,Portugal,Europe,Member for more than 5 years,3
1652,RUA 5 DE OUTUBRO,São Pedro do Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
1653,RUA 6,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1654,RUA 7,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,7
1655,RUA 7,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1656,RUA 8 DE SETEMBRO,Casalinhos de Alfaiata,Torres Vedras,Portugal,Europe,Member for more than 1 year,1
1657,RUA 9 DE ABRIL,São Pedro do Estoril,Cascais,Portugal,Europe,Member for more than 5 years,4
1658,RUA ABADE FARIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1659,RUA ABÍLIO MENDES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1660,RUA ABÓBODAS,Queijas,Oeiras,Portugal,Europe,Member for more than 5 years,1
1661,RUA ABRANCHES FERRÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
1662,RUA ACÁCIAS NÚMEROS,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,4
1663,RUA ACÁCIAS NÚMEROS,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1664,RUA AÇORES,Monte Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
1665,RUA AÇOUGUE,Gouveia,Sintra,Portugal,Europe,Member for more than 5 years,1
1666,RUA ACTOR CHABY PINHEIRO,Linda a Velha,Oeiras,Portugal,Europe,Member for more than 5 years,1
1667,RUA ACTOR JOÃO ROSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
1668,RUA ACTOR JOAQUIM DE ALMEIDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1669,RUA ACTOR TABORDA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1670,RUA ACTOR VALE,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,3
1671,RUA ACTOR VALE,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1672,RUA ACTOR VALE,Lisboa,Lisboa,Belgium,Europe,Member for more than 1 year,1
1673,RUA ACTRIZ PALMIRA BASTOS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1674,RUA ACÚRCIO PEREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1675,RUA ADELAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1676,RUA ADELAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1677,RUA ADELINO AMARO DA COSTA,Paço de Arcos,Oeiras,Portugal,Europe,Member for more than 2 years,1
1678,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,12
1679,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,10
1680,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
1681,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,France,Europe,Member for more than 2 years,3
1682,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,France,Europe,Member for more than 1 year,2
1683,RUA ADIÇA 16 1º DTº,Lisboa,Lisboa,United States,North America,Member for more than 5 years,1
1684,"RUA ADIÇA 40-50,",Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1685,RUA ADRIANA DE VECCHI,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1686,RUA AFONSO BANHEIRO BL C R/C,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 1 year,2
1687,RUA AFONSO BANHEIRO BL C R/C,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 5 years,1
1688,RUA AFONSO DE ALBUQUERQUE,Sacavém,Loures,Portugal,Europe,Member for more than 5 years,1
1689,RUA AFONSO DE ALBUQUERQUE,São Pedro do Estoril,Cascais,Portugal,Europe,Member for more than 2 years,1
1690,RUA AFONSO DOMINGUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,14
1691,RUA AFONSO DOMINGUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1692,RUA AFONSO DOMINGUES,Lisboa,Lisboa,Australia,Australia,Member for more than 5 years,1
1693,RUA AFONSO DOMINGUES,Lisboa,Lisboa,United Arab Emirates,Asia,Member for more than 2 years,1
1694,RUA AFONSO LOPES VIEIRA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1695,RUA AFONSO LOPES VIEIRA,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
1696,RUA AFONSO LOPES VIEIRA,Murches,Cascais,Portugal,Europe,Member for more than 1 year,1
1697,RUA AFONSO SANCHES,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,2
1698,RUA AFONSO SANCHES,Cascais,Cascais,Portugal,Europe,Member for more than 1 year,1
1699,RUA AGOSTINHO JOSÉ DA SILVA,Freixial,Loures,Portugal,Europe,Member for more than 1 year,1
1700,RUA AGOSTINHO NETO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1701,RUA ALAMOS 209 R/C DTº,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1702,RUA ÁLAMOS COSTA DA GUIA,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,1
1703,RUA ALBERTO DE OLIVEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
1704,RUA ALBERTO DE OLIVEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1705,RUA ALBINO JOSÉ BAPTISTA,Sintra,Sintra,Portugal,Europe,Member for more than 2 years,2
1706,RUA ALECRIM 26L ESQUERDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,17
1707,RUA ALECRIM 26L ESQUERDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1708,RUA ALECRIM 26L ESQUERDO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1709,RUA ALECRIM 37 -,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1710,RUA ALEGRE 3,Monte Estoril,Cascais,Portugal,Europe,Member for more than 5 years,4
1711,RUA ALEMANHA 266 R/C DTº,Carcavelos,Cascais,Portugal,Europe,Member for more than 2 years,1
1712,RUA ALEXANDRE BRAGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1713,RUA ALEXANDRE FERREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1714,RUA ALEXANDRE HERCULANO,Cascais,Cascais,Portugal,Europe,Member for more than 5 years,7
1715,RUA ALEXANDRE HERCULANO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
1716,RUA ALEXANDRE HERCULANO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
1717,RUA ALEXANDRE HERCULANO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 5 years,1
1718,RUA ALEXANDRE HERCULANO,Cascais,Cascais,Portugal,Europe,Member for more than 2 years,1
1719,RUA ALEXANDRE O'NEILL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1720,RUA ALEXANDRE PRISTA,Aldeia de Juzo,Cascais,Portugal,Europe,Member for more than 2 years,2
1721,RUA ALFÂNDEGA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1722,RUA ALFERES BARRILARO RUAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,2
1723,RUA ALFERES BARRILARO RUAS,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1724,RUA ALFERES CARVALHO PEREIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1725,RUA ALFREDO KEIL,Praia das Maçãs,Sintra,Portugal,Europe,Member for more than 1 year,1
1726,RUA ALGAS DO MAR,Atalaia,Lourinhã,Switzerland,Europe,Member for more than 2 years,2
1727,RUA ALIANÇA OPERÁRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
1728,RUA ALIANÇA OPERÁRIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
1729,RUA ALÍPIO FRANCO LEITÃO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,8
1730,RUA ALÍPIO FRANCO LEITÃO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,1
1731,RUA ALMEIDA BRANDÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1732,RUA ALMEIDA SOUSA,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1733,RUA ALMIRANTE BARROSO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1734,RUA ALMIRANTE BARROSO,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 2 years,1
1735,RUA ALMIRANTE GAGO COUTINHO,Póvoa de Santa Iria,Vila Franca de Xira,Angola,Africa,Member for more than 2 years,1
1736,RUA ALMIRANTE PESSANHA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
1737,RUA ALMIRANTE REIS,Lourinhã,Lourinhã,Portugal,Europe,Member for more than 5 years,1
1738,RUA ALMIRANTE SARMENTO RODRIGUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1739,RUA ALMIRANTE SARMENTO RODRIGUES,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1740,RUA ALMOÍNHAS,Malveira da Serra,Cascais,Portugal,Europe,Member for more than 5 years,1
1741,RUA ALTO DA BOAVISTA,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,2
1742,RUA ALTO DA PENA CASAL DO MAREANTE,Sabugo,Sintra,Portugal,Europe,Member for more than 2 years,1
1743,RUA ALTO DA PONTINHA,Galamares,Sintra,Portugal,Europe,Member for more than 5 years,1
1744,RUA ALTO DAS CHITAS,Maxial,Torres Vedras,Portugal,Europe,Member for more than 2 years,1
1745,RUA ALTO DO MOINHO,Gouveia,Sintra,Portugal,Europe,Member for more than 2 years,1
1746,RUA ALTO DO MOINHO,Gouveia,Sintra,Portugal,Europe,Member for more than 5 years,1
1747,RUA ALTO DOS FETOS,Assafora,Sintra,Portugal,Europe,Member for more than 2 years,3
1748,RUA ÁLVARO COUTINHO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
1749,RUA ÁLVARO DE CAMPOS,Rana,Cascais,Portugal,Europe,Member for more than 1 year,1
1750,RUA ÁLVARO DOS REIS,São Pedro,Sintra,Portugal,Europe,Member for more than 2 years,1
1751,RUA ALVES CRESPO,Ericeira,Mafra,Portugal,Europe,Member for more than 2 years,3
1752,RUA ALVES CRESPO,Ericeira,Mafra,Portugal,Europe,Member for more than 1 year,1
1753,RUA ALVES CRESPO,Ericeira,Mafra,Portugal,Europe,Member for more than 5 years,1
1754,RUA ALVES GOUVEIA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1755,RUA ALVES REDOL,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1756,RUA ALVES REDOL,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1757,RUA ALVES TORGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,4
1758,RUA ALVES TORGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,4
1759,RUA ALVES TORGO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1760,RUA AMARELA,Codiceira,Sintra,Portugal,Europe,Member for more than 2 years,1
1761,RUA AMBRIZ,Junqueiro,Cascais,Portugal,Europe,Member for more than 2 years,1
1762,RUA AMÉLIA REY COLAÇO,Portela,Loures,Portugal,Europe,Member for more than 5 years,2
1763,RUA AMENDOEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1764,RUA AMENDOEIRA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1765,RUA AMÉRICO DURÃO,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1766,RUA AMÉRICO DURÃO,Lisboa,Lisboa,Brazil,South America,Member for more than 5 years,1
1767,RUA AMÍLCAR CABRAL,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1768,RUA AMOREIRAS,Lisboa,Lisboa,United Kingdom,Europe,Member for more than 1 year,1
1769,RUA ANCHIETA,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,2
1770,RUA ANCHIETA,Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,1
1771,RUA ÂNCORA,Praia da Areia Branca,Lourinhã,Portugal,Europe,Member for more than 2 years,1
1772,RUA ANDORINHAS,Pragança,Cadaval,Portugal,Europe,Member for more than 5 years,1
1773,"RUA ANDRADE 38, VILA BASTOS",Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,13
1774,"RUA ANDRADE 38, VILA BASTOS",Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,7
1775,"RUA ANDRADE 38, VILA BASTOS",Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,4
1776,"RUA ANDRADE, 38 - VILA BASTOS PORTA",Lisboa,Lisboa,Portugal,Europe,Member for more than 1 year,2
1777,RUA ANDRADE 45 R/C ESQ,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1778,RUA ANDRADE 5,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1779,RUA ANDRADE 57 R/C ESQº,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,1
1780,RUA ANDRADE 57 R/C ESQº,Lisboa,Lisboa,Portugal,Europe,Member for more than 5 years,1
1781,RUA ANDRADE CORVO,Lisboa,Lisboa,Portugal,Europe,Member for more than 2 years,12
